source,target,weight
5681,12150,1
5681,12152,1
5681,11759,1
5681,12161,1
5681,12167,1
5681,10126,1
5681,12169,1
5681,7379,1
5681,8873,1
5681,12177,1
5681,12178,1
5681,8131,1
5681,12171,1
5681,12187,1
5681,12188,1
5681,12189,1
5681,12190,1
5681,12196,1
5681,12203,1
5681,12207,1
5681,9751,1
5681,12215,1
5681,8977,1
5681,12216,1
5681,7409,1
5681,12222,1
5681,12225,1
5681,12227,1
5681,7041,1
5681,7225,1
5681,12235,1
5681,12236,1
5681,12237,1
5681,12238,1
5681,8347,1
5681,12256,1
5681,12257,1
5681,7883,1
5681,12268,1
5681,9376,1
5681,12269,1
5681,12287,1
5681,8001,1
5681,12301,1
5681,12302,1
5681,8964,1
5681,12308,1
5681,12313,1
5681,12314,1
5681,12318,1
5681,12320,1
5681,12322,1
5681,12324,1
5681,12333,1
5681,12346,1
5681,11862,1
5681,12353,1
5681,12354,1
5681,12357,1
5681,12358,1
10096,10095,1
10096,10097,1
10096,10101,1
10096,10136,1
10096,10150,1
10096,14047,1
10096,14101,1
4243,4242,1
4243,4246,1
4243,4248,1
4243,4250,1
4243,4251,1
4243,4252,1
4243,4258,1
4243,4262,1
4243,4263,1
4243,4271,1
4243,4272,1
4243,4273,1
4243,4274,1
4243,4281,1
4243,4297,1
4243,4307,1
4243,4308,1
4243,4309,1
4243,4315,1
4243,4320,1
4243,4323,1
4243,4335,1
4243,4341,1
4243,4346,1
4243,4352,1
4243,4358,1
4243,4367,1
4243,4395,1
4243,4822,1
4243,4831,1
4243,4848,1
4243,4868,1
4243,4869,1
4243,4876,1
4243,4897,1
4243,4903,1
4243,4904,1
4243,4926,1
4243,4935,1
4243,4944,1
4243,4945,1
4243,4974,1
4243,5004,1
4243,4243,1
4243,4299,1
4243,5010,1
4243,5012,1
4243,5014,1
4243,5017,1
4243,5018,1
4243,5020,1
4243,5023,1
4243,5025,1
4243,5037,1
4243,5044,1
4243,5058,1
4243,4746,1
4243,5100,1
4243,5134,1
4243,5135,1
4243,5146,1
4243,5248,1
4243,5254,1
4243,5258,1
4243,5264,1
4243,5278,1
4243,5336,1
4243,5385,1
4243,5395,1
4243,5847,1
4243,5848,1
4243,5849,1
4243,5850,1
4243,5851,1
4243,5852,1
4243,5853,1
4243,5855,1
4243,5857,1
4243,5694,1
4243,4959,1
4243,5111,1
4243,5862,1
4243,5864,1
4243,5868,1
4243,5870,1
4243,5871,1
4243,5905,1
4243,5913,1
4243,5926,1
4243,5938,1
4243,7707,1
4243,7383,1
4243,9361,1
4243,9362,1
4243,9256,1
4243,9365,1
4243,9372,1
4243,9374,1
4243,9377,1
4243,5003,1
4243,9378,1
4243,8316,1
4243,9387,1
4243,9389,1
4243,9395,1
4243,9400,1
4243,9409,1
4243,9410,1
4243,9414,1
4243,7620,1
4243,9416,1
4243,8104,1
4243,9426,1
4243,9432,1
4243,4767,1
4243,9452,1
4243,9457,1
4243,9463,1
4243,5867,1
4243,9492,1
4243,7210,1
4243,9515,1
4243,6593,1
4243,9533,1
4243,9542,1
4243,9554,1
4243,9561,1
4243,9568,1
4243,9579,1
4243,9600,1
4243,9611,1
4243,7294,1
4243,10563,1
4243,10582,1
4243,10585,1
4243,10592,1
4243,6156,1
4243,10620,1
4243,10621,1
4243,10635,1
4243,10636,1
4243,10644,1
4243,10655,1
4243,10656,1
4243,10666,1
4243,10685,1
4243,10686,1
4243,10688,1
4243,10713,1
4243,10718,1
4243,5746,1
4243,5681,1
4243,10887,1
4243,10898,1
4243,5726,1
4243,9898,1
4243,10935,1
4243,9164,1
4243,10990,1
4243,11006,1
4243,11014,1
4243,7782,1
4243,11021,1
4243,6161,1
4243,11045,1
4243,11051,1
4243,11080,1
4243,11099,1
4243,11123,1
4243,11140,1
4243,7989,1
4243,11189,1
4243,11211,1
4243,11271,1
4243,11286,1
4243,11355,1
4243,12229,1
4243,12244,1
4243,11904,1
4243,7329,1
4243,12959,1
4243,12961,1
4243,10448,1
4243,12962,1
4243,12963,1
4243,12965,1
4243,4259,1
4243,4955,1
4243,12973,1
4243,11587,1
4243,13023,1
4243,12260,1
4243,7199,1
4243,13049,1
4243,13051,1
4243,13065,1
4243,7040,1
4243,13113,1
4243,13115,1
4243,13116,1
4243,13120,1
4243,13126,1
4243,13127,1
4243,10096,1
4243,14048,1
4243,4923,1
4243,14049,1
4243,14059,1
4243,14067,1
4243,14077,1
4243,5183,1
4243,11209,1
4243,7572,1
4243,14096,1
4243,14100,1
4243,14151,1
904,903,1
904,914,1
904,920,1
904,931,1
904,947,1
904,951,1
904,952,1
904,987,1
904,1015,1
904,1074,1
904,1089,1
904,1353,1
904,3346,1
904,1576,1
904,3348,1
904,3351,1
904,3352,1
904,3353,1
904,3354,1
904,3356,1
904,2225,1
904,3359,1
904,3364,1
904,3267,1
904,1908,1
904,3373,1
904,3377,1
904,1450,1
904,3383,1
904,3396,1
904,3397,1
904,3401,1
904,3402,1
904,3405,1
904,3410,1
904,3412,1
904,3414,1
904,3419,1
904,3428,1
904,3429,1
904,3438,1
904,3442,1
904,3447,1
904,3450,1
904,3465,1
904,3472,1
904,3164,1
904,3493,1
904,3554,1
904,1206,1
904,3582,1
904,3596,1
904,3631,1
904,4977,1
904,3033,1
904,4978,1
904,4986,1
904,4993,1
904,1630,1
904,4999,1
904,5083,1
904,5139,1
904,5140,1
904,5151,1
904,5153,1
904,5157,1
904,5159,1
904,5160,1
904,5183,1
904,5205,1
904,3421,1
904,5285,1
904,1320,1
904,7323,1
904,7263,1
904,1591,1
904,7331,1
904,7338,1
904,7360,1
904,7369,1
904,5018,1
904,7389,1
904,7124,1
904,7447,1
904,7491,1
904,7509,1
904,5713,1
904,3452,1
904,7610,1
904,7811,1
904,7889,1
904,8055,1
904,1604,1
904,8056,1
904,8057,1
904,8058,1
904,5230,1
904,8064,1
904,8067,1
904,1986,1
904,8071,1
904,8072,1
904,7478,1
904,8076,1
904,8079,1
904,8080,1
904,8098,1
904,8101,1
904,8104,1
904,8134,1
904,10495,1
904,2246,1
904,10500,1
904,10501,1
904,10502,1
904,10505,1
904,7294,1
904,10506,1
904,7665,1
904,10514,1
904,10518,1
904,10520,1
904,1142,1
904,12874,1
904,3344,1
904,12897,1
904,11450,1
904,13592,1
904,13199,1
904,4538,1
904,13594,1
904,8154,1
904,13580,1
904,13599,1
904,13607,1
904,13612,1
904,13614,1
904,13615,1
904,2249,1
904,13396,1
904,13622,1
904,13638,1
904,8172,1
904,11093,1
904,13649,1
904,13656,1
904,13666,1
904,13677,1
904,13691,1
904,13693,1
904,13702,1
904,13703,1
904,13716,1
904,13717,1
904,13725,1
904,13727,1
904,13799,1
904,13810,1
904,13829,1
904,13844,1
904,13855,1
904,13903,1
904,11409,1
904,14267,1
904,14269,1
904,2371,1
904,1226,1
904,14270,1
904,14272,1
904,14273,1
904,8507,1
904,14265,1
904,1803,1
904,14281,1
904,14283,1
904,14292,1
904,14300,1
904,14326,1
2487,15628,1
2151,2621,1
2151,6171,1
2151,6172,1
2151,3392,1
2151,6201,1
2151,6422,1
2151,6435,1
2151,6943,1
2151,2974,1
2151,8268,1
2151,5428,1
2151,6844,1
2151,9752,1
2151,11367,1
2151,9777,1
640,656,1
640,751,1
640,2964,1
640,10897,1
640,10910,1
640,9506,1
645,12168,1
655,5730,1
659,658,1
662,13199,1
662,10244,1
663,1973,1
663,9194,1
663,15717,1
667,3643,1
667,3644,1
667,3673,1
667,2225,1
672,684,1
672,707,1
672,749,1
672,757,1
672,779,1
672,2551,1
672,791,1
672,2558,1
672,2567,1
672,2581,1
672,2641,1
672,2654,1
672,2669,1
672,2704,1
672,2716,1
672,2756,1
672,2014,1
678,1226,1
680,2301,1
680,2254,1
680,2331,1
680,1661,1
683,682,1
685,2225,1
685,3563,1
685,2346,1
685,8780,1
685,10244,1
685,3315,1
685,11903,1
711,6156,1
734,2225,1
734,2346,1
734,3462,1
734,5014,1
740,902,1
740,3650,1
740,6342,1
740,14366,1
754,2339,1
754,3303,1
754,6156,1
754,2188,1
754,13069,1
756,1226,1
756,1557,1
756,1578,1
756,1581,1
756,3505,1
759,758,1
762,5090,1
785,837,1
810,809,1
1434,8612,1
2104,4032,1
2104,4033,1
2104,4069,1
2104,4080,1
2104,6477,1
2104,7952,1
2104,12006,1
2104,12029,1
2104,2346,1
2104,6628,1
829,834,1
829,2737,1
829,11966,1
2106,2188,1
2106,6109,1
2106,11561,1
2106,4213,1
1099,2188,1
2084,5090,1
2084,14886,1
2113,9716,1
2114,4740,1
1908,2741,1
1908,6869,1
1908,7383,1
1908,6156,1
1908,11095,1
1908,3916,1
1908,14951,1
2131,2225,1
2131,3376,1
2136,2135,1
2146,2145,1
2146,6404,1
2146,8857,1
2146,7072,1
2146,3278,1
2146,13021,1
2146,14937,1
2146,3253,1
2148,4243,1
2148,5014,1
1661,7166,1
1661,7663,1
1661,2188,1
1661,8888,1
1661,8899,1
1661,8918,1
1661,2310,1
1598,1597,1
1598,1599,1
1598,11934,1
2181,4243,1
2183,2182,1
3896,3895,1
3896,3897,1
3896,3898,1
3896,3899,1
3896,3900,1
3896,3901,1
3896,3902,1
3896,3903,1
3896,3904,1
3896,3905,1
3896,3906,1
3896,3907,1
3896,3908,1
3896,3910,1
3896,3913,1
3896,3914,1
3896,3921,1
3896,3922,1
3896,3923,1
3896,3928,1
3896,3929,1
3896,3930,1
3896,3933,1
3896,3935,1
3896,3940,1
3896,3942,1
3896,3944,1
3896,3947,1
3896,3951,1
3896,3952,1
3896,3956,1
3896,3957,1
3896,3958,1
3896,3960,1
3896,3962,1
3896,3964,1
3896,3966,1
3896,3971,1
3896,3973,1
3896,3974,1
3896,3975,1
3896,3977,1
3896,3982,1
3896,3983,1
3896,3987,1
3896,3992,1
3896,3995,1
3896,3996,1
3896,3998,1
3896,4000,1
3896,4004,1
3896,3989,1
3896,4009,1
3896,4013,1
3896,4018,1
3896,4019,1
3896,4022,1
3896,4026,1
3896,3969,1
3896,4036,1
3896,4037,1
3896,4039,1
3896,4040,1
3896,4043,1
3896,4044,1
