source,target,weight
6634173,4015437,1
6634173,4376154,1
6634173,963288,1
6634173,4376151,1
6634173,1532131,1
6634191,4376131,1
6634094,4015437,1
6634094,6327275,1
6634094,6327257,1
6634094,4376131,1
6634094,1532136,1
6634163,4658129,1
6634163,6102440,1
6634163,6065000,1
6634163,5613456,1
6634163,4035752,1
6634163,1532136,1
6634163,5613448,1
6634163,6327277,1
6634163,4015424,1
6634163,885086,1
6634090,1382887,1
6634090,6327214,1
6634090,1250401,1
6634086,964538,1
6634086,346339,1
6634121,4015437,1
6634121,4015436,1
6634193,1532812,1
6634193,1372208,1
6634193,6064942,1
6634193,6327242,1
6634193,1183785,1
6634146,6327273,1
6634146,4658136,1
6634146,568118,1
6634146,4658150,1
6634146,4376146,1
6634144,4376172,1
6634106,6327240,1
6634106,809871,1
6634106,5290766,1
6634106,6327238,1
6634106,6064952,1
6634106,1532807,1
6634106,5613488,1
6634106,5613489,1
6634106,398859,1
6634106,663875,1
6634102,809865,1
6634102,4677350,1
6634102,4015416,1
6634102,6065019,1
6634102,6065026,1
6634137,4015421,1
6634137,1173141,1
6634137,5290718,1
6634137,4677357,1
6634137,4376133,1
6634137,1173156,1
6634137,146386,1
6634137,6064996,1
6634151,146373,1
6634151,1250412,1
6634151,4015502,1
6634151,1532807,1
6634151,4376150,1
6634151,6327216,1
6634151,1250362,1
6634089,1532820,1
6634089,5652926,1
6634089,885740,1
6634089,6400488,1
6634089,5290760,1
6634089,5290758,1
6634089,5290756,1
6634089,5613502,1
6634089,5290745,1
6634089,6064952,1
6634089,6065007,1
6634131,663916,1
6634120,6327245,1
6634104,4015417,1
6634104,5290706,1
6634104,4658148,1
6634104,6064991,1
6634104,1382886,1
6634104,5613447,1
6634104,6327291,1
6634104,1173157,1
6634195,1532781,1
6634195,6400492,1
6634195,6400557,1
6634195,6327271,1
6634195,6327290,1
6634195,6400485,1
6634195,4389013,1
6634195,4389006,1
6634195,6102456,1
6634195,4658131,1
6634178,4015420,1
6634178,6327267,1
6634178,6064993,1
6634115,6102449,1
6634115,528686,1
6634115,6327294,1
6634115,6400486,1
6634115,4677358,1
6634153,6064971,1
6634153,809869,1
6634153,5613474,1
6634153,809896,1
6634153,6064983,1
6634153,4376212,1
6634153,1372213,1
6634153,5613472,1
6634118,6064998,1
6634118,6400489,1
6634113,4376131,1
6634113,6327281,1
6634113,5613452,1
6634113,6327284,1
6634113,4658129,1
6634113,4388992,1
6634087,4376154,1
6634087,6064994,1
6634087,6064996,1
6634087,6327288,1
6634194,1532142,1
6634194,1382887,1
6634139,5613432,1
6634139,6065011,1
6634139,6327295,1
6634139,4015469,1
6634164,6327273,1
6634164,6064988,1
6634164,5613452,1
6634164,6065001,1
6634164,4677364,1
6634164,6327274,1
6634164,6634134,1
6634164,6327272,1
6634164,4035762,1
6634164,5333437,1
6634164,6065008,1
6634130,6065016,1
6634130,4376134,1
6634130,6064996,1
6634130,5652880,1
6634130,1249020,1
6634130,4389011,1
6634130,6102447,1
6634085,1532151,1
6634085,5652530,1
6634085,1382908,1
6634085,6065001,1
6634085,6065000,1
6634085,4015433,1
6634085,6400493,1
6634085,801851,1
6634085,4376152,1
6634085,1173160,1
6634100,5290698,1
6634100,6327248,1
6634100,5652890,1
6634176,6400559,1
6634176,4677358,1
6634176,5333878,1
6634096,5290720,1
6634096,1382904,1
6634096,6102446,1
6634096,4035745,1
6634096,885086,1
6634096,5613453,1
6634096,4015439,1
6634096,1382905,1
6634096,6634112,1
6634096,1173155,1
6634096,6064996,1
6634096,5613455,1
6634096,636792,1
6634165,4015422,1
6634165,1250401,1
6634165,5332628,1
6634165,5613439,1
6634165,4389001,1
6634165,4658160,1
6634165,729568,1
6634165,4015469,1
6634165,6064937,1
6634171,1532853,1
6634171,4376179,1
6634171,175782,1
6634171,4376198,1
6634171,6327235,1
6634171,346331,1
6634171,568116,1
6634171,5290733,1
6634171,6064958,1
6634088,4015417,1
6634088,1532134,1
6634088,1249027,1
6634088,1532126,1
6634088,6327248,1
6634088,4015419,1
6634088,5652530,1
6634088,4015424,1
6634143,6327259,1
6651935,5333020,1
6651935,4389006,1
6651935,6327277,1
6634167,6327289,1
6634167,5332629,1
6634167,6065008,1
6634167,6102461,1
6634167,6400485,1
6634167,4388999,1
6634167,4389006,1
6634167,4658134,1
6634167,5652443,1
6634107,4376187,1
6634107,4376150,1
6634107,6400555,1
6634107,5613488,1
6634107,809871,1
6634107,809873,1
6634107,6064952,1
6634107,1183790,1
6634170,5290695,1
6634170,4658124,1
6634170,6327248,1
6634170,6064996,1
6634170,1249023,1
6634170,5290690,1
6634170,5290692,1
6634170,6065017,1
6634141,5290742,1
6634141,1372221,1
6634141,1250353,1
6634141,1250400,1
6634141,4015449,1
6634141,5290734,1
6634141,1183754,1
6634141,6064947,1
6634141,1250351,1
6634141,4015452,1
6634141,964555,1
6634172,6065008,1
6634172,1382886,1
6634172,4658161,1
6634172,1532138,1
6634172,4015425,1
6634172,6327286,1
6634172,4389013,1
6634172,4658123,1
6634172,885098,1
6634154,4015417,1
6634154,1382904,1
6634154,6102440,1
6634154,4389006,1
6634154,4015424,1
6634154,5652520,1
6634134,4658136,1
6634134,6065008,1
6634134,6327273,1
6634134,6327272,1
6634134,5333437,1
6634134,5613457,1
6634134,6327271,1
6634134,5652931,1
6634134,6634164,1
6634134,963273,1
6634134,6327274,1
6634134,5652922,1
6634134,5613451,1
6634134,801851,1
6634112,6634096,1
6634112,6327248,1
6634112,4376146,1
6634091,6065012,1
6634091,6102440,1
6634091,6327248,1
6634091,6064997,1
6634091,4389006,1
6634091,4376140,1
6634091,1532142,1
6634091,146402,1
6634091,4376143,1
6634091,1173155,1
6634091,4035747,1
6634091,4015424,1
6634091,6065017,1
6634158,6102449,1
6634158,1249015,1
6634158,6400486,1
6634158,5290706,1
6634158,5652443,1
6634158,6064991,1
6634198,4376187,1
6634198,1382904,1
6634198,4015425,1
6634198,5290771,1
6634198,6327266,1
6634198,567746_1,1
6634198,4658192,1
6634198,4015424,1
6634127,1382904,1
6634127,4677356,1
6634127,6102454,1
6634127,4376143,1
6634127,5652467,1
6634127,1532150,1
6634127,4677370,1
6634127,885086,1
6634152,6400552,1
6634152,6327271,1
6634152,6065010,1
6634152,1249014,1
6634152,6064996,1
6634152,4658136,1
6634152,4658138,1
6634152,1382896,1
6634152,4376146,1
6634174,663866,1
6634174,6102454,1
6634174,5290707,1
6634174,6400556,1
6634174,1382887,1
6634174,4677356,1
6634174,6065021,1
6634174,6400553,1
6634174,6327262,1
6634174,6065019,1
6634174,5332593,1
6634174,4658146,1
6634174,6102455,1
6634162,6065003,1
6634162,4658140,1
6634162,6327205,1
6634162,885716,1
6634092,4015471,1
6634092,1249025,1
6634092,5290729,1
6634092,1382896,1
6634101,6102439,1
6634101,4015425,1
6634101,6064996,1
6634101,175815,1
6634101,4376153,1
6634101,1173150,1
6634101,4035741,1
6634101,1173148,1
6634101,1249026,1
6634101,4376152,1
6634179,398872,1
6634179,1532126,1
6634179,6064991,1
6634179,5613447,1
6634179,5290706,1
6634179,1382909,1
6634179,5290741,1
6634197,5652910,1
6634197,4658146,1
6634197,4376146,1
6634197,6102442,1
6634103,6327280,1
6634103,1382903,1
6634103,6327282,1
6634103,6327253,1
6634103,6064986,1
6327250,6065003,1
6327250,1173155,1
6327250,4015425,1
6327250,1532136,1
6327250,1532131,1
6327250,1249008,1
6327250,4015424,1
6327263,6065023,1
6327263,5613425,1
6327263,885095,1
6327264,6065023,1
6327264,5613424,1
6327264,6064990,1
6327264,885087,1
6327267,4015420,1
6327267,6064993,1
6327282,5613460,1
6327282,568118,1
6327282,4658138,1
6327282,6064986,1
6327259,5613447,1
6327259,5290706,1
6327275,5613431,1
6327275,4376144,1
6327275,4658127,1
6327275,5290713,1
6327275,5613450,1
6327275,4376154,1
6327275,1532122,1
6327275,729560,1
6327275,4376145,1
6327265,175815,1
6327265,4015439,1
6327265,146386,1
6327265,4015431,1
6327265,6064987,1
6327265,729560,1
6327265,5613436,1
6327265,4658149,1
6327265,5290702,1
6327256,5613439,1
6327256,5613440,1
6327251,6064992,1
6327251,4015417,1
6327251,4376154,1
6327251,1382886,1
6327251,1532126,1
6327251,1382907,1
6327251,4015425,1
6327251,4658145,1
6327251,4376153,1
6327251,1382884,1
6327251,4015435,1
6327251,5613445,1
6327251,1249030,1
6327274,4658136,1
6327274,4658140,1
6327274,6065002,1
6327274,6065008,1
6327274,4015433,1
6327274,4376143,1
6327274,1249008,1
6327274,4658146,1
6327274,1173160,1
6327248,801869,1
6327248,559226,1
6327248,4658137,1
6327248,5290752,1
6327248,5613450,1
6327248,1532136,1
6327248,5613426,1
6327248,6102443,1
6327248,6065005,1
6327248,4389008,1
6327248,5290690,1
6327248,6065015,1
6327248,5290702,1
6327248,1249023,1
6327248,5290692,1
6327248,5290695,1
6327248,6065017,1
6327246,6065018,1
6327246,5613437,1
6327246,5613452,1
6327246,6064988,1
6327247,146402,1
6327247,6065011,1
6327247,4677363,1
6327247,5613432,1
6327247,6064990,1
6327247,5333920,1
6327283,1532853,1
6327283,235199,1
6327283,4376197,1
6327283,5290731,1
6327283,5332611,1
6327283,4035764,1
6327283,6327281,1
6327283,4376132,1
6327283,885679,1
6327280,4376134,1
6327280,4376131,1
6327280,5290706,1
6327272,5290701,1
6327272,6102453,1
6327272,4015418,1
6327272,1532150,1
6327272,5332595,1
6327272,5290698,1
6327272,1532152,1
6327272,4035762,1
6327270,6102439,1
6327270,4376152,1
6327270,5290706,1
6327270,801869,1
6327270,1249030,1
6327269,6064957,1
6327269,175820,1
6327269,5290706,1
6327269,6064990,1
6327249,5290695,1
6327249,5613434,1
6327245,963274,1
6327245,568118,1
6327245,5613436,1
6327245,1532838,1
6327276,4658147,1
6327276,1532130,1
6327276,5290700,1
6327276,4376155,1
6327278,4658124,1
6327278,4376145,1
6327278,6064997,1
6327278,4376144,1
6327278,4376150,1
6327278,5290697,1
6327278,1173157,1
6327278,6065028,1
6327278,4376154,1
6327278,4658123,1
6327254,1532150,1
6327254,4015416,1
6327254,6065003,1
6327254,4658140,1
6327254,4015436,1
6327254,4015425,1
6327254,5613456,1
6327254,1382906,1
6327286,4658128,1
6327286,6064986,1
6327286,1382897,1
6327253,4658147,1
6327253,5290700,1
6327260,1532128,1
6327260,636718,1
6327260,4015425,1
6327260,5613456,1
6327260,5290712,1
6327257,6065014,1
6327257,4015437,1
6327277,5333443,1
6327277,5613456,1
6327277,4035752,1
6327277,4389006,1
6327277,4677370,1
6327277,4376146,1
6327277,4658131,1
6327273,4658136,1
6327273,5652931,1
6327273,5613426,1
6327273,5652530,1
6327273,885098,1
6327273,1532148,1
6327273,6065010,1
6327273,4376143,1
6327273,4658174,1
6327273,5613451,1
6327273,4658150,1
6327273,5290711,1
6327273,801851,1
6327273,1532122,1
6327273,485140,1
6327273,5613457,1
6327273,6065008,1
6327273,5613429,1
6327273,6065009,1
6327273,5290708,1
6327279,4015417,1
6327279,1382904,1
6327279,6102443,1
6327279,4376154,1
6327279,5290695,1
6327279,5290690,1
6327279,801869,1
6327279,4658145,1
6327279,4658137,1
6327279,1532126,1
6327279,6327248,1
6327279,1249030,1
6327279,4035752,1
6327268,5290745,1
6327268,1532142,1
6327268,6102449,1
6327268,885086,1
6327268,346302,1
6327268,4658163,1
6327268,6065027,1
6327268,4376166,1
6327268,809866,1
6327268,1382891,1
6327268,1382892,1
6327268,5290704,1
6327281,5613436,1
6327281,6064986,1
6327281,6327283,1
6327281,6065018,1
6327281,6065017,1
6327281,6064988,1
6327288,5613452,1
6327288,4376130,1
6327288,636793,1
6327288,6064996,1
6327288,4376131,1
6327288,559229,1
6327261,5652931,1
6327261,5613425,1
6327261,5613458,1
6327261,528686,1
6327261,663912,1
6327261,885694,1
6327261,1532131,1
6327261,1173144,1
6327261,4658149,1
6327261,5613457,1
6327261,5290722,1
6327261,885095,1
6327262,5613442,1
6327262,6102455,1
6327262,5332593,1
6327262,480803,1
6327262,1382887,1
6327262,1532144,1
6327262,6102454,1
6327266,4015499,1
6327266,6327282,1
6327266,5613460,1
6327266,485141,1
6327266,729570,1
6327285,963285,1
6327285,636718,1
6327285,5290695,1
6327285,4376146,1
6327285,1173153,1
6327285,4658128,1
6327285,1173148,1
6327285,4376134,1
6327284,6327281,1
6327284,5290720,1
6327284,6065018,1
6327284,4376145,1
6327284,5613431,1
6327255,235199,1
6327255,6065022,1
6327255,5290731,1
6327258,4658129,1
6327258,6065027,1
6327258,1382890,1
6327258,1173145,1
6327258,398857,1
6327258,5332611,1
6327258,5613449,1
6327258,5290731,1
6327258,6065022,1
6327258,5613435,1
6327252,5290721,1
6327252,1382906,1
6327287,1532140,1
6327287,4376150,1
6327287,5290770,1
6327271,5290722,1
6327271,4015425,1
6327271,885098,1
6327271,4015427,1
6327271,4376143,1
6327271,5613451,1
6327271,4658146,1
6327271,6065026,1
6327217,5290739,1
6327217,4658198,1
6327217,4376150,1
6327217,6327215,1
6327217,1250362,1
6327212,5613495,1
6327212,1250390,1
6327212,1372176,1
6327212,4015486,1
6327212,1250404,1
6327212,6064976,1
6327212,5290736,1
6327212,964512,1
6327212,1250404,1
6327231,6064955,1
6327226,5613482,1
6327226,5652895,1
6327226,6064952,1
6327226,4658193,1
6327226,6064950,1
6327226,5613487,1
6327226,5613486,1
6327226,5613488,1
6327226,398859,1
6327226,5613483,1
6327226,4658178,1
6327234,568138,1
6327234,4015488,1
6327234,346332,1
6327219,809896,1
6327208,5613501,1
6327208,4376171,1
6327208,1532795,1
6327222,6064980,1
6327222,6064968,1
6327222,6064983,1
6327222,5290742,1
6327222,5613474,1
6327222,5613472,1
6327239,1250414,1
6327239,5290764,1
6327239,964516,1
6327239,568112,1
6327239,4658153,1
6327239,5613470,1
6327239,4658181,1
6327236,745310,1
6327236,1372224,1
6327236,6064943,1
6327236,4015501,1
6327205,6064972,1
6327205,4658183,1
6327205,4376171,1
6327205,6064945,1
6327205,1532839,1
6327205,4015464,1
6327211,6064960,1
6327211,1532817,1
6327220,4658155,1
6327220,5613472,1
6327220,6064961,1
6327220,4015499,1
6327220,4658156,1
6327220,235211,1
6327220,4376175,1
6327220,1372188,1
6327220,5290738,1
6327220,5613473,1
6327220,5290737,1
6327220,4376174,1
6327218,5290732,1
6327218,885694,1
6327218,1250414,1
6327218,5290695,1
6327218,5290742,1
6327218,4015473,1
6327229,5613504,1
6327229,6327228,1
6327229,4658123,1
6327237,1532776,1
6327237,175837,1
6327237,1372224,1
6327237,4015486,1
6327237,6064943,1
6327214,4376200,1
6327214,4376141,1
6327214,4658146,1
6327214,4376146,1
6327214,4015469,1
6327216,6064969,1
6327216,5290732,1
6327216,745292,1
6327216,146387,1
6327216,4376150,1
6327216,146386,1
6327216,175795,1
6327216,745294,1
6327216,1250362,1
6327238,4376198,1
6327238,5613493,1
6327238,1532807,1
6327238,5332611,1
6327204,4658183,1
6327204,5290727,1
6327204,1372235,1
6327204,6064947,1
6327240,5613460,1
6327240,5290763,1
6327240,809932,1
6327240,1532795,1
6327240,1250370,1
6327240,5613476,1
6327240,4658153,1
6327240,6064952,1
6327240,6064956,1
6327240,4015448,1
6327240,6064936,1
6327240,4376207,1
6327240,5290751,1
6327240,4015460,1
6327241,6064977,1
6327215,5290740,1
6327215,6064959,1
6327215,5290762,1
6327215,1532781,1
6327215,6327217,1
6327215,4658198,1
6327215,5290739,1
6327233,809908,1
6327233,1250384,1
6327233,5290773,1
6327209,1532804,1
6327209,1532843,1
6327209,4376203,1
6327221,4376175,1
6327221,5613487,1
6327221,4376174,1
6327221,5613496,1
6327221,1532813,1
6327243,146373,1
6327243,1532839,1
6327243,4376169,1
6327243,1183774,1
6327235,4376197,1
6327235,6064958,1
6327235,1532807,1
6327227,5290734,1
6327227,4015467,1
6327227,1532802,1
6327227,1250400,1
6327230,5613487,1
6327230,6064950,1
6327230,5613487,1
6327230,5613503,1
6327230,6102457,1
6327242,4015471,1
6327242,6064959,1
6327242,1372208,1
6327242,1532834,1
6327242,1532833,1
6327242,1250395,1
6327242,1183785,1
6327244,4376165,1
6327244,4376168,1
6327244,4015447,1
6327244,4376167,1
6327244,4658163,1
6327244,4376167,1
6327244,4658174,1
6327244,485139,1
6327244,5290756,1
6327244,4658184,1
6327475,1183757,1
6327475,964541_06,1
6327475,4015488,1
6327475,1532808,1
6327475,1250384,1
6327475,964531,1
6327475,1372217,1
6327475,1250385,1
6327232,1382894,1
6327232,1382895,1
6327232,1532138,1
6327232,4658163,1
6327232,885734,1
6327232,1249015,1
6327232,5613487,1
6327232,1532850,1
6327232,1173157,1
6327232,4658123,1
6327223,1532803,1
6327223,1372183,1
6327223,346331,1
6327210,4015464,1
6327210,1532781,1
6327210,809886,1
6327224,5613496,1
6327206,4658178,1
6327206,4015451,1
6327206,4015447,1
6327206,5613467,1
6327206,5613484,1
6327206,5613487,1
6327206,5290745,1
6327206,4658174,1
6327206,5613443,1
6327206,5290749,1
6327206,6064968,1
6327206,5290751,1
6327207,4658165,1
6327228,6327229,1
6327228,745337,1
6327228,1250384,1
6327228,4376185,1
6327228,1532833,1
6327228,5290766,1
6327296,963273,1
6327296,528685,1
6327292,5652398,1
6327292,6102461,1
6327292,5290745,1
6327292,5652910,1
6327292,5652484,1
6327292,5332584,1
6327292,5652885,1
6327292,5333564,1
6327292,5652392,1
6327292,5332586,1
6327292,6102451,1
6327292,5333023,1
6327292,5333020,1
6327292,5332628,1
6327292,6064956,1
6327292,6064959,1
6327292,6064936,1
6327292,5652443,1
6327292,5653598,1
6327292,6102447,1
6327298,4658129,1
6327298,4677365,1
6327298,6102438,1
6327298,1532136,1
6327298,5652880,1
6327298,5333878,1
6327298,4389011,1
6327298,6102435,1
6327293,4677362,1
6327293,4035759,1
6327293,1382884,1
6327293,6102438,1
6327293,6400559,1
6327293,4389006,1
6327293,5333878,1
6327291,1532139,1
6327291,1532819,1
6327291,1173156,1
6327291,1249016,1
6327291,1173157,1
6327289,5332584,1
6327289,4388999,1
6327289,4677350,1
6327289,729568,1
6327289,5332629,1
6327294,528686,1
6327294,6400559,1
6327294,6102449,1
6327294,6102438,1
6327294,4389006,1
6327297,4658127,1
6327297,4376144,1
6327297,5653598,1
6327297,4677361,1
6327297,6102445,1
6327295,5332593,1
6327295,6065011,1
6327295,1532150,1
6327290,6102449,1
6327290,6102453,1
6327290,4389006,1
6327290,6400492,1
6400484,5333443,1
6400484,4389004,1
6400485,6102456,1
6400485,5652931,1
6400485,6065010,1
6400485,6065008,1
6400485,6102461,1
6400485,6064996,1
6400485,5613452,1
6400485,4389006,1
6400485,885098,1
6400486,146402,1
6400486,6102449,1
6400486,4388999,1
6400486,5332584,1
6400486,6102448,1
6400486,4677352,1
6400486,5652443,1
6400487,1249015,1
6400487,1532142,1
6400487,1382892,1
6400487,6065024,1
6400487,1382895,1
6400487,729568,1
6400487,4035766,1
6400487,5290704,1
6400487,5652885,1
6400487,5332628,1
6400487,6064985,1
6400488,1532142,1
6400488,5613440,1
6400488,5652392,1
6400488,1382893,1
6400488,5652450,1
6400488,6102439,1
6400488,6065026,1
6400488,1382892,1
6400488,5290704,1
6400489,1532138,1
6400489,4658163,1
6400489,5613467,1
6400489,5290725,1
6400489,6065024,1
6400489,809866,1
6400489,4015444,1
6400489,885086,1
6400489,1382895,1
6400489,4658123,1
6400489,1173159,1
6400489,1249015,1
6400489,146402,1
6400489,567787,1
6400489,5613498,1
6400489,4376155,1
6400489,5613468,1
6400489,1173161,1
6400490,5652433,1
6400490,6065027,1
6400490,6102437,1
6400490,4389006,1
6400490,5652392,1
6400490,1532142,1
6400490,5332629,1
6400491,1532148,1
6400491,6065010,1
6400491,5613426,1
6400491,801851,1
6400491,801851,1
6400491,4389006,1
6400491,4376146,1
6400491,5613429,1
6400491,6065009,1
6400492,5652398,1
6400492,6327290,1
6400493,4376144,1
6400493,1382904,1
6400493,5332629,1
6400493,4677357,1
6400493,6065026,1
6400493,346302,1
6400493,729568,1
6400493,4388999,1
6400494,1532145,1
6400494,4389008,1
6400494,6102462,1
6400494,175815,1
6400552,5290717,1
6400552,1382896,1
6400552,4376146,1
6400552,4658146,1
6400552,885092,1
6400553,6065005,1
6400553,5290698,1
6400553,5290701,1
6400553,885098,1
6400553,5613440,1
6400553,5652530,1
6400553,1382887,1
6400553,1532152,1
6400553,963281,1
6400553,4658149,1
6400553,5290704,1
6400554,1382904,1
6400554,1382905,1
6400554,885098,1
6400555,1250400,1
6400555,4015449,1
6400555,4376185,1
6400555,4376159,1
6400555,1183754,1
6400555,1532856,1
6400555,6064990,1
6400555,1532818,1
6400555,4015460,1
6400556,1173149,1
6400556,1532134,1
6400556,6102456,1
6400556,4376188,1
6400556,4376140,1
6400556,4376136,1
6400556,1382887,1
6400556,528685,1
6400556,4658139,1
6400556,4388994,1
6400556,4388998,1
6400556,4677353,1
6400557,6102456,1
6400557,6102461,1
6400557,4658131,1
6400558,801853,1
6400558,6065012,1
6400558,1532126,1
6400558,1532788,1
6400558,4376154,1
6400558,4015418,1
6400558,5333020,1
6400558,6102440,1
6400558,4035752,1
6400558,1382890,1
6400558,4658129,1
6400558,4015424,1
6400558,4015417,1
6400558,4677365,1
6400558,4015425,1
6400558,4389006,1
6400559,4658127,1
6400559,4677362,1
6400559,1382887,1
6400559,4677358,1
6400559,4015437,1
6400559,4388992,1
6400559,5652880,1
6400559,6102449,1
6400559,4389006,1
6400559,6102438,1
6400559,5333878,1
6065014,729558,1
6065014,5290720,1
6065014,4376131,1
6064989,146402,1
6064989,1532138,1
6064989,5613439,1
6064989,809866,1
6064989,4015444,1
6065025,1173157,1
6065025,1382894,1
6065025,4015422,1
6065025,4376143,1
6065025,809866,1
6065025,559216,1
6065025,146402,1
6065025,5613439,1
6065025,1532138,1
6065025,4015444,1
6065025,4658160,1
6064993,4015420,1
6064994,4015420,1
6064994,4376154,1
6064994,5290690,1
6064994,4015419,1
6064994,5613497,1
6065005,5290702,1
6065005,4658149,1
6065005,5613434,1
6064986,528688,1
6064986,4658146,1
6064986,4376146,1
6064986,5613437,1
6064986,963279,1
6064986,5290695,1
6065004,964510,1
6065004,146361,1
6065004,5613457,1
6065004,5613441,1
6065004,4376138,1
6065004,4658123,1
6065027,885086,1
6065027,346302,1
6065027,4658163,1
6065027,5290745,1
6065027,485139,1
6065027,5332611,1
6065027,1382891,1
6065027,1382892,1
6065027,5333431,1
6065010,5613426,1
6065010,4035748,1
6065010,1532133,1
6065010,1249028,1
6065010,4376146,1
6065019,4015439,1
6065019,4677356,1
6065019,4376138,1
6065019,5652478,1
6065019,4388992,1
6065019,5652467,1
6065019,5332593,1
6064990,5613440,1
6064990,963286,1
6064990,4015425,1
6064990,5290706,1
6064990,485139,1
6064990,5613438,1
6064990,4015424,1
6064990,4376140,1
6064996,885091,1
6064996,885098,1
6064996,5613453,1
6064996,5290720,1
6064996,1382904,1
6064996,4015439,1
6064996,1532122,1
6064996,4658136,1
6064996,1382905,1
6064996,4376146,1
6064991,4658148,1
6064991,5613447,1
6064991,5290706,1
6064991,1532126,1
6064992,5613445,1
6064992,1382886,1
6064992,4376154,1
6065026,1532128,1
6065026,4015425,1
6065026,5290705,1
6065026,485141,1
6065026,4376154,1
6065026,146402,1
6065026,5332628,1
6065026,963283,1
6065026,729568,1
6065026,5613443,1
6065026,809866,1
6065026,4658123,1
6065026,4658149,1
6065026,5290704,1
6065002,1249008,1
6065002,4658140,1
6065002,4376154,1
6065002,4376143,1
6065002,4015425,1
6065023,4658197,1
6065023,1382906,1
6065015,5290768,1
6065015,1183788,1
6065015,1183754,1
6065015,964510,1
6065015,1372221,1
6065015,4015442,1
6065015,1532136,1
6065015,5290732,1
6065015,964538,1
6065015,5290732,1
6065015,235201,1
6065015,568118,1
6065015,885731,1
6065015,4376196,1
6065015,4376149,1
6065011,5613430,1
6065011,1382885,1
6065009,5613429,1
6065009,801851,1
6065009,4389007,1
6065009,963273,1
6065009,1532148,1
6065009,4376151,1
6065009,5613426,1
6065016,4376134,1
6065016,1249031,1
6065022,559216,1
6065022,5613425,1
6065022,4376137,1
6065022,5613436,1
6065022,809866,1
6065022,4658149,1
6065022,4015427,1
6065022,4376144,1
6065022,1382904,1
6064997,1532142,1
6064997,1532136,1
6064997,1173157,1
6064997,4015422,1
6064997,5613448,1
6064997,4015444,1
6064997,4376140,1
6064997,175790,1
6064997,4658123,1
6065021,5290710,1
6065021,4658140,1
6065021,1532150,1
6065021,559226,1
6065021,4015425,1
6065020,636786,1
6065020,559214,1
6065020,4658197,1
6065020,729558,1
6065020,1532818,1
6065017,5613425,1
6065017,5290720,1
6065013,801855,1
6065013,5290725,1
6065013,4389002,1
6065013,4658134,1
6065013,567787,1
6065013,5613468,1
6065013,5613498,1
6065013,1173148,1
6065000,5290697,1
6065000,4658125,1
6065000,1382908,1
6065000,4376154,1
6065000,885087,1
6065000,1382906,1
6065000,1173153,1
6065000,1173160,1
6065000,1532151,1
6065000,1249006,1
6065000,4376152,1
6065000,4015424,1
6065024,567787,1
6065024,5290725,1
6065024,4376155,1
6065024,1173159,1
6065024,5613468,1
6065024,5613498,1
6065024,1173161,1
6065028,6065003,1
6065028,4658140,1
6065028,4015425,1
6065028,1532150,1
6065028,1382906,1
6065028,1249008,1
6065001,5290717,1
6065001,4658160,1
6065001,146402,1
6065001,5613435,1
6065001,1532138,1
6065001,4015425,1
6065001,5290770,1
6065001,801866,1
6065001,1173160,1
6065001,1382894,1
6064987,4376133,1
6064987,4015431,1
6064987,1173141,1
6064987,885091,1
6064987,146386,1
6064987,5613436,1
6064987,1532128,1
6064987,1532142,1
6064987,5613430,1
6064987,5290702,1
6064987,1532145,1
6064985,1532145,1
6064985,5652433,1
6064985,4035766,1
6064985,5613439,1
6064985,5613452,1
6064985,1382895,1
6064985,4015421,1
6064985,4376144,1
6064985,1532142,1
6064985,146402,1
6064985,1249006,1
6064985,146386,1
6064985,4015422,1
6064985,1382903,1
6064985,5332628,1
6064985,1249015,1
6064985,5652450,1
6064985,4376143,1
6064985,729568,1
6064985,885092,1
6064985,1382892,1
6064985,5290704,1
6064985,636794,1
6065006,4376150,1
6065006,1173156,1
6065006,5290702,1
6065006,5290692,1
6065003,4658140,1
6065003,4015425,1
6065003,4376143,1
6065003,4015416,1
6065003,1532150,1
6065003,1249030,1
6064999,801869,1
6064999,4376140,1
6064999,1173160,1
6064998,1532142,1
6064998,346302,1
6064998,5652433,1
6064998,5332628,1
6064998,1382895,1
6064998,4658123,1
6065008,5652931,1
6065008,5333443,1
6065008,4015435,1
6065008,5290722,1
6065008,4658136,1
6065008,5613451,1
6065008,4677364,1
6065008,1532122,1
6065008,5333437,1
6065008,1532152,1
6065012,1382886,1
6065012,1249011,1
6065012,1249030,1
6065012,1173151,1
6065012,5290692,1
6065012,4015418,1
6065012,4658140,1
6065012,4015416,1
6065012,885091,1
6065012,4015424,1
6065012,4376140,1
6065012,4015425,1
6064995,1532129,1
6064995,5613440,1
6064995,4015416,1
6064995,4376154,1
6064995,1249006,1
6064995,4015425,1
6064995,5290692,1
6064995,5613443,1
6064995,4015424,1
6065018,5613453,1
6065018,5613452,1
6065018,4015435,1
6065018,4376143,1
6065018,4658147,1
6065018,1382902,1
6065018,1173148,1
6065018,175815,1
6065018,5613431,1
6065007,1382885,1
6065007,1532788,1
6065007,175815,1
6065007,809871,1
6065007,885678,1
6065007,963290,1
6064988,5613452,1
6064988,4376131,1
6064988,5613437,1
6064988,5290695,1
6064968,4658183,1
6064968,4658153,1
6064968,4376171,1
6064968,5290756,1
6064968,4015464,1
6064955,4658196,1
6064955,1183761,1
6064955,5290740,1
6064955,6064977,1
6064955,1250394,1
6064955,1183764,1
6064973,346327,1
6064973,4658165,1
6064973,398877,1
6064979,4658198,1
